action,cognitive_stage,correct,event_type,gkt_baseline_score,gkt_graph_score,module_id,student_id,subtopic_id,true_mastery
pre_test,dualism,1,pre_test,,,mod-003,synthetic-004,sub-003-2,0.4272
pre_test,dualism,1,pre_test,,,mod-003,synthetic-004,sub-003-3,0.5128
pre_test,dualism,0,pre_test,,,mod-003,synthetic-004,sub-003-4,0.4388
pre_test,dualism,1,pre_test,,,mod-003,synthetic-004,sub-003-5,0.4791
pre_test,dualism,0,pre_test,,,mod-001,synthetic-005,sub-001-1,0.606
pre_test,dualism,1,pre_test,,,mod-001,synthetic-005,sub-001-2,0.6752
pre_test,dualism,1,pre_test,,,mod-001,synthetic-005,sub-001-3,0.5871
pre_test,dualism,1,pre_test,,,mod-001,synthetic-005,sub-001-4,0.6276
pre_test,dualism,0,pre_test,,,mod-001,synthetic-005,sub-001-5,0.5492
pre_test,dualism,0,pre_test,,,mod-002,synthetic-005,sub-002-1,0.3766
pre_test,dualism,0,pre_test,,,mod-002,synthetic-005,sub-002-2,0.4397
pre_test,dualism,1,pre_test,,,mod-002,synthetic-005,sub-002-3,0.3688
pre_test,dualism,0,pre_test,,,mod-002,synthetic-005,sub-002-4,0.4635
pre_test,dualism,1,pre_test,,,mod-002,synthetic-005,sub-002-5,0.48
pre_test,dualism,0,pre_test,,,mod-003,synthetic-005,sub-003-1,0.3493
pre_test,dualism,0,pre_test,,,mod-003,synthetic-005,sub-003-2,0.2749
pre_test,dualism,0,pre_test,,,mod-003,synthetic-005,sub-003-3,0.1201
pre_test,dualism,0,pre_test,,,mod-003,synthetic-005,sub-003-4,0.2481
pre_test,dualism,0,pre_test,,,mod-003,synthetic-005,sub-003-5,0.2916
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-006,sub-001-1,0.5378
pre_test,multiplicity,0,pre_test,,,mod-001,synthetic-006,sub-001-2,0.4914
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-006,sub-001-3,0.5527
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-006,sub-001-4,0.4119
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-006,sub-001-5,0.433
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-006,sub-002-1,0.5567
pre_test,multiplicity,0,pre_test,,,mod-002,synthetic-006,sub-002-2,0.4384
pre_test,multiplicity,0,pre_test,,,mod-002,synthetic-006,sub-002-3,0.4347
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-006,sub-002-4,0.4908
pre_test,multiplicity,0,pre_test,,,mod-002,synthetic-006,sub-002-5,0.3964
pre_test,multiplicity,0,pre_test,,,mod-003,synthetic-006,sub-003-1,0.106
pre_test,multiplicity,0,pre_test,,,mod-003,synthetic-006,sub-003-2,0.1718
pre_test,multiplicity,1,pre_test,,,mod-003,synthetic-006,sub-003-3,0.2384
pre_test,multiplicity,0,pre_test,,,mod-003,synthetic-006,sub-003-4,0.3156
pre_test,multiplicity,0,pre_test,,,mod-003,synthetic-006,sub-003-5,0.1835
pre_test,commitment,0,pre_test,,,mod-001,synthetic-007,sub-001-1,0.2462
pre_test,commitment,0,pre_test,,,mod-001,synthetic-007,sub-001-2,0.129
pre_test,commitment,0,pre_test,,,mod-001,synthetic-007,sub-001-3,0.3579
pre_test,commitment,0,pre_test,,,mod-001,synthetic-007,sub-001-4,0.1712
pre_test,commitment,0,pre_test,,,mod-001,synthetic-007,sub-001-5,0.1113
pre_test,commitment,0,pre_test,,,mod-002,synthetic-007,sub-002-1,0.2609
pre_test,commitment,0,pre_test,,,mod-002,synthetic-007,sub-002-2,0.113
pre_test,commitment,0,pre_test,,,mod-002,synthetic-007,sub-002-3,0.2266
pre_test,commitment,0,pre_test,,,mod-002,synthetic-007,sub-002-4,0.1841
pre_test,commitment,0,pre_test,,,mod-002,synthetic-007,sub-002-5,0.1154
pre_test,commitment,0,pre_test,,,mod-003,synthetic-007,sub-003-1,0.3424
pre_test,commitment,0,pre_test,,,mod-003,synthetic-007,sub-003-2,0.1255
pre_test,commitment,0,pre_test,,,mod-003,synthetic-007,sub-003-3,0.174
pre_test,commitment,0,pre_test,,,mod-003,synthetic-007,sub-003-4,0.2691
pre_test,commitment,0,pre_test,,,mod-003,synthetic-007,sub-003-5,0.1418
pre_test,relativism,0,pre_test,,,mod-001,synthetic-008,sub-001-1,0.408
pre_test,relativism,0,pre_test,,,mod-001,synthetic-008,sub-001-2,0.5099
pre_test,relativism,1,pre_test,,,mod-001,synthetic-008,sub-001-3,0.4684
pre_test,relativism,1,pre_test,,,mod-001,synthetic-008,sub-001-4,0.4135
pre_test,relativism,1,pre_test,,,mod-001,synthetic-008,sub-001-5,0.372
pre_test,relativism,0,pre_test,,,mod-002,synthetic-008,sub-002-1,0.2816
pre_test,relativism,0,pre_test,,,mod-002,synthetic-008,sub-002-2,0.3175
pre_test,relativism,0,pre_test,,,mod-002,synthetic-008,sub-002-3,0.3353
pre_test,relativism,0,pre_test,,,mod-002,synthetic-008,sub-002-4,0.342
pre_test,relativism,0,pre_test,,,mod-002,synthetic-008,sub-002-5,0.3183
pre_test,relativism,0,pre_test,,,mod-003,synthetic-008,sub-003-1,0.2101
pre_test,relativism,0,pre_test,,,mod-003,synthetic-008,sub-003-2,0.1917
pre_test,relativism,0,pre_test,,,mod-003,synthetic-008,sub-003-3,0.2493
pre_test,relativism,0,pre_test,,,mod-003,synthetic-008,sub-003-4,0.1949
pre_test,relativism,0,pre_test,,,mod-003,synthetic-008,sub-003-5,0.0955
pre_test,multiplicity,0,pre_test,,,mod-001,synthetic-009,sub-001-1,0.5484
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-009,sub-001-2,0.5598
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-009,sub-001-3,0.5303
pre_test,multiplicity,0,pre_test,,,mod-001,synthetic-009,sub-001-4,0.486
pre_test,multiplicity,0,pre_test,,,mod-001,synthetic-009,sub-001-5,0.6206
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-009,sub-002-1,0.7115
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-009,sub-002-2,0.5942
pre_test,multiplicity,0,pre_test,,,mod-002,synthetic-009,sub-002-3,0.7439
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-009,sub-002-4,0.5435
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-009,sub-002-5,0.5134
pre_test,multiplicity,1,pre_test,,,mod-003,synthetic-009,sub-003-1,0.5133
pre_test,multiplicity,0,pre_test,,,mod-003,synthetic-009,sub-003-2,0.3257
pre_test,multiplicity,0,pre_test,,,mod-003,synthetic-009,sub-003-3,0.3436
pre_test,multiplicity,1,pre_test,,,mod-003,synthetic-009,sub-003-4,0.517
pre_test,multiplicity,0,pre_test,,,mod-003,synthetic-009,sub-003-5,0.5255
pre_test,dualism,0,pre_test,,,mod-001,synthetic-010,sub-001-1,0.1872
pre_test,dualism,0,pre_test,,,mod-001,synthetic-010,sub-001-2,0.2643
pre_test,dualism,0,pre_test,,,mod-001,synthetic-010,sub-001-3,0.2005
pre_test,dualism,0,pre_test,,,mod-001,synthetic-010,sub-001-4,0.1937
pre_test,dualism,0,pre_test,,,mod-001,synthetic-010,sub-001-5,0.3169
pre_test,dualism,0,pre_test,,,mod-002,synthetic-010,sub-002-1,0.0947
pre_test,dualism,0,pre_test,,,mod-002,synthetic-010,sub-002-2,0.1391
pre_test,dualism,0,pre_test,,,mod-002,synthetic-010,sub-002-3,0.2438
pre_test,dualism,0,pre_test,,,mod-002,synthetic-010,sub-002-4,0.2368
pre_test,dualism,1,pre_test,,,mod-002,synthetic-010,sub-002-5,0.2698
pre_test,dualism,0,pre_test,,,mod-003,synthetic-010,sub-003-1,0.0833
pre_test,dualism,0,pre_test,,,mod-003,synthetic-010,sub-003-2,0.0323
pre_test,dualism,0,pre_test,,,mod-003,synthetic-010,sub-003-3,0.0611
pre_test,dualism,0,pre_test,,,mod-003,synthetic-010,sub-003-4,0.0974
pre_test,dualism,0,pre_test,,,mod-003,synthetic-010,sub-003-5,0.0081
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-011,sub-001-1,0.6491
pre_test,multiplicity,0,pre_test,,,mod-001,synthetic-011,sub-001-2,0.6685
pre_test,multiplicity,0,pre_test,,,mod-001,synthetic-011,sub-001-3,0.6831
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-011,sub-001-4,0.6359
pre_test,multiplicity,0,pre_test,,,mod-001,synthetic-011,sub-001-5,0.681
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-011,sub-002-1,0.6479
pre_test,multiplicity,0,pre_test,,,mod-002,synthetic-011,sub-002-2,0.5118
pre_test,multiplicity,0,pre_test,,,mod-002,synthetic-011,sub-002-3,0.5628
pre_test,multiplicity,0,pre_test,,,mod-002,synthetic-011,sub-002-4,0.5541
pre_test,multiplicity,0,pre_test,,,mod-002,synthetic-011,sub-002-5,0.5079
pre_test,multiplicity,0,pre_test,,,mod-003,synthetic-011,sub-003-1,0.3586
pre_test,multiplicity,1,pre_test,,,mod-003,synthetic-011,sub-003-2,0.437
pre_test,multiplicity,0,pre_test,,,mod-003,synthetic-011,sub-003-3,0.4622
pre_test,multiplicity,1,pre_test,,,mod-003,synthetic-011,sub-003-4,0.4416
pre_test,multiplicity,0,pre_test,,,mod-003,synthetic-011,sub-003-5,0.4991
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-012,sub-001-1,1.0
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-012,sub-001-2,1.0
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-012,sub-001-3,1.0
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-012,sub-001-4,0.9913
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-012,sub-001-5,0.9039
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-012,sub-002-1,1.0
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-012,sub-002-2,1.0
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-012,sub-002-3,0.9489
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-012,sub-002-4,1.0
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-012,sub-002-5,1.0
pre_test,multiplicity,1,pre_test,,,mod-003,synthetic-012,sub-003-1,0.9145
pre_test,multiplicity,1,pre_test,,,mod-003,synthetic-012,sub-003-2,0.8983
pre_test,multiplicity,1,pre_test,,,mod-003,synthetic-012,sub-003-3,0.8683
pre_test,multiplicity,1,pre_test,,,mod-003,synthetic-012,sub-003-4,0.8247
pre_test,multiplicity,1,pre_test,,,mod-003,synthetic-012,sub-003-5,0.8953
pre_test,dualism,0,pre_test,,,mod-001,synthetic-013,sub-001-1,0.2625
pre_test,dualism,0,pre_test,,,mod-001,synthetic-013,sub-001-2,0.3155
pre_test,dualism,0,pre_test,,,mod-001,synthetic-013,sub-001-3,0.2202
pre_test,dualism,0,pre_test,,,mod-001,synthetic-013,sub-001-4,0.3695
pre_test,dualism,1,pre_test,,,mod-001,synthetic-013,sub-001-5,0.446
pre_test,dualism,1,pre_test,,,mod-002,synthetic-013,sub-002-1,0.2483
pre_test,dualism,1,pre_test,,,mod-002,synthetic-013,sub-002-2,0.4088
pre_test,dualism,0,pre_test,,,mod-002,synthetic-013,sub-002-3,0.2631
pre_test,dualism,0,pre_test,,,mod-002,synthetic-013,sub-002-4,0.3492
pre_test,dualism,0,pre_test,,,mod-002,synthetic-013,sub-002-5,0.3244
pre_test,dualism,0,pre_test,,,mod-003,synthetic-013,sub-003-1,0.0667
pre_test,dualism,0,pre_test,,,mod-003,synthetic-013,sub-003-2,0.0
pre_test,dualism,0,pre_test,,,mod-003,synthetic-013,sub-003-3,0.1001
pre_test,dualism,0,pre_test,,,mod-003,synthetic-013,sub-003-4,0.1024
pre_test,dualism,0,pre_test,,,mod-003,synthetic-013,sub-003-5,0.0512
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-014,sub-001-1,0.2357
pre_test,multiplicity,0,pre_test,,,mod-001,synthetic-014,sub-001-2,0.2647
pre_test,multiplicity,0,pre_test,,,mod-001,synthetic-014,sub-001-3,0.3521
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-014,sub-001-4,0.3127
pre_test,multiplicity,0,pre_test,,,mod-001,synthetic-014,sub-001-5,0.2685
pre_test,multiplicity,0,pre_test,,,mod-002,synthetic-014,sub-002-1,0.2458
pre_test,multiplicity,0,pre_test,,,mod-002,synthetic-014,sub-002-2,0.0526
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-014,sub-002-3,0.2604
pre_test,multiplicity,0,pre_test,,,mod-002,synthetic-014,sub-002-4,0.3212
pre_test,multiplicity,0,pre_test,,,mod-002,synthetic-014,sub-002-5,0.2307
pre_test,multiplicity,0,pre_test,,,mod-003,synthetic-014,sub-003-1,0.0952
pre_test,multiplicity,1,pre_test,,,mod-003,synthetic-014,sub-003-2,0.1248
pre_test,multiplicity,0,pre_test,,,mod-003,synthetic-014,sub-003-3,0.2761
pre_test,multiplicity,0,pre_test,,,mod-003,synthetic-014,sub-003-4,0.0052
pre_test,multiplicity,0,pre_test,,,mod-003,synthetic-014,sub-003-5,0.2272
pre_test,relativism,0,pre_test,,,mod-001,synthetic-015,sub-001-1,0.446
pre_test,relativism,0,pre_test,,,mod-001,synthetic-015,sub-001-2,0.5971
pre_test,relativism,1,pre_test,,,mod-001,synthetic-015,sub-001-3,0.5336
pre_test,relativism,0,pre_test,,,mod-001,synthetic-015,sub-001-4,0.3728
pre_test,relativism,1,pre_test,,,mod-001,synthetic-015,sub-001-5,0.5293
pre_test,relativism,1,pre_test,,,mod-002,synthetic-015,sub-002-1,0.3663
pre_test,relativism,1,pre_test,,,mod-002,synthetic-015,sub-002-2,0.3226
pre_test,relativism,0,pre_test,,,mod-002,synthetic-015,sub-002-3,0.381
pre_test,relativism,0,pre_test,,,mod-002,synthetic-015,sub-002-4,0.3038
pre_test,relativism,0,pre_test,,,mod-002,synthetic-015,sub-002-5,0.339
pre_test,relativism,0,pre_test,,,mod-003,synthetic-015,sub-003-1,0.1668
pre_test,relativism,0,pre_test,,,mod-003,synthetic-015,sub-003-2,0.1833
pre_test,relativism,0,pre_test,,,mod-003,synthetic-015,sub-003-3,0.2196
pre_test,relativism,1,pre_test,,,mod-003,synthetic-015,sub-003-4,0.1767
pre_test,relativism,0,pre_test,,,mod-003,synthetic-015,sub-003-5,0.2768
pre_test,relativism,1,pre_test,,,mod-001,synthetic-016,sub-001-1,0.4125
pre_test,relativism,0,pre_test,,,mod-001,synthetic-016,sub-001-2,0.4054
pre_test,relativism,1,pre_test,,,mod-001,synthetic-016,sub-001-3,0.5247
pre_test,relativism,0,pre_test,,,mod-001,synthetic-016,sub-001-4,0.4263
pre_test,relativism,0,pre_test,,,mod-001,synthetic-016,sub-001-5,0.414
pre_test,relativism,0,pre_test,,,mod-002,synthetic-016,sub-002-1,0.4645
pre_test,relativism,0,pre_test,,,mod-002,synthetic-016,sub-002-2,0.3992
pre_test,relativism,0,pre_test,,,mod-002,synthetic-016,sub-002-3,0.3375
pre_test,relativism,0,pre_test,,,mod-002,synthetic-016,sub-002-4,0.4205
pre_test,relativism,0,pre_test,,,mod-002,synthetic-016,sub-002-5,0.4947
pre_test,relativism,0,pre_test,,,mod-003,synthetic-016,sub-003-1,0.4318
pre_test,relativism,0,pre_test,,,mod-003,synthetic-016,sub-003-2,0.3837
pre_test,relativism,1,pre_test,,,mod-003,synthetic-016,sub-003-3,0.4553
pre_test,relativism,1,pre_test,,,mod-003,synthetic-016,sub-003-4,0.4611
pre_test,relativism,0,pre_test,,,mod-003,synthetic-016,sub-003-5,0.3564
pre_test,dualism,0,pre_test,,,mod-001,synthetic-017,sub-001-1,0.2442
pre_test,dualism,0,pre_test,,,mod-001,synthetic-017,sub-001-2,0.2826
pre_test,dualism,0,pre_test,,,mod-001,synthetic-017,sub-001-3,0.4433
pre_test,dualism,1,pre_test,,,mod-001,synthetic-017,sub-001-4,0.2925
pre_test,dualism,1,pre_test,,,mod-001,synthetic-017,sub-001-5,0.3398
pre_test,dualism,1,pre_test,,,mod-002,synthetic-017,sub-002-1,0.2667
pre_test,dualism,1,pre_test,,,mod-002,synthetic-017,sub-002-2,0.2503
pre_test,dualism,0,pre_test,,,mod-002,synthetic-017,sub-002-3,0.1747
pre_test,dualism,0,pre_test,,,mod-002,synthetic-017,sub-002-4,0.246
pre_test,dualism,0,pre_test,,,mod-002,synthetic-017,sub-002-5,0.195
pre_test,dualism,0,pre_test,,,mod-003,synthetic-017,sub-003-1,0.0256
pre_test,dualism,0,pre_test,,,mod-003,synthetic-017,sub-003-2,0.0
pre_test,dualism,0,pre_test,,,mod-003,synthetic-017,sub-003-3,0.0695
pre_test,dualism,0,pre_test,,,mod-003,synthetic-017,sub-003-4,0.0
pre_test,dualism,0,pre_test,,,mod-003,synthetic-017,sub-003-5,0.0675
pre_test,dualism,1,pre_test,,,mod-001,synthetic-018,sub-001-1,0.4523
pre_test,dualism,0,pre_test,,,mod-001,synthetic-018,sub-001-2,0.5439
pre_test,dualism,0,pre_test,,,mod-001,synthetic-018,sub-001-3,0.3418
pre_test,dualism,0,pre_test,,,mod-001,synthetic-018,sub-001-4,0.4872
pre_test,dualism,1,pre_test,,,mod-001,synthetic-018,sub-001-5,0.4792
pre_test,dualism,1,pre_test,,,mod-002,synthetic-018,sub-002-1,0.49
pre_test,dualism,0,pre_test,,,mod-002,synthetic-018,sub-002-2,0.6539
pre_test,dualism,1,pre_test,,,mod-002,synthetic-018,sub-002-3,0.6827
pre_test,dualism,1,pre_test,,,mod-002,synthetic-018,sub-002-4,0.6228
pre_test,dualism,1,pre_test,,,mod-002,synthetic-018,sub-002-5,0.5963
pre_test,dualism,1,pre_test,,,mod-003,synthetic-018,sub-003-1,0.5008
pre_test,dualism,0,pre_test,,,mod-003,synthetic-018,sub-003-2,0.4176
pre_test,dualism,0,pre_test,,,mod-003,synthetic-018,sub-003-3,0.5161
pre_test,dualism,1,pre_test,,,mod-003,synthetic-018,sub-003-4,0.4181
pre_test,dualism,1,pre_test,,,mod-003,synthetic-018,sub-003-5,0.3874
pre_test,relativism,0,pre_test,,,mod-001,synthetic-019,sub-001-1,0.3534
pre_test,relativism,1,pre_test,,,mod-001,synthetic-019,sub-001-2,0.5023
pre_test,relativism,0,pre_test,,,mod-001,synthetic-019,sub-001-3,0.3607
pre_test,relativism,1,pre_test,,,mod-001,synthetic-019,sub-001-4,0.3279
pre_test,relativism,0,pre_test,,,mod-001,synthetic-019,sub-001-5,0.3321
pre_test,relativism,0,pre_test,,,mod-002,synthetic-019,sub-002-1,0.2919
pre_test,relativism,0,pre_test,,,mod-002,synthetic-019,sub-002-2,0.3127
pre_test,relativism,0,pre_test,,,mod-002,synthetic-019,sub-002-3,0.3079
pre_test,relativism,0,pre_test,,,mod-002,synthetic-019,sub-002-4,0.2412
pre_test,relativism,1,pre_test,,,mod-002,synthetic-019,sub-002-5,0.3156
pre_test,relativism,0,pre_test,,,mod-003,synthetic-019,sub-003-1,0.2001
pre_test,relativism,1,pre_test,,,mod-003,synthetic-019,sub-003-2,0.1477
pre_test,relativism,0,pre_test,,,mod-003,synthetic-019,sub-003-3,0.2585
pre_test,relativism,0,pre_test,,,mod-003,synthetic-019,sub-003-4,0.0756
pre_test,relativism,0,pre_test,,,mod-003,synthetic-019,sub-003-5,0.1823
pre_test,dualism,1,pre_test,,,mod-001,synthetic-020,sub-001-1,0.7423
pre_test,dualism,1,pre_test,,,mod-001,synthetic-020,sub-001-2,0.6482
pre_test,dualism,1,pre_test,,,mod-001,synthetic-020,sub-001-3,0.6539
pre_test,dualism,0,pre_test,,,mod-001,synthetic-020,sub-001-4,0.6082
pre_test,dualism,1,pre_test,,,mod-001,synthetic-020,sub-001-5,0.6433
pre_test,dualism,1,pre_test,,,mod-002,synthetic-020,sub-002-1,0.6284
pre_test,dualism,1,pre_test,,,mod-002,synthetic-020,sub-002-2,0.7357
pre_test,dualism,0,pre_test,,,mod-002,synthetic-020,sub-002-3,0.6504
pre_test,dualism,1,pre_test,,,mod-002,synthetic-020,sub-002-4,0.6536
pre_test,dualism,0,pre_test,,,mod-002,synthetic-020,sub-002-5,0.515
pre_test,dualism,1,pre_test,,,mod-003,synthetic-020,sub-003-1,0.563
pre_test,dualism,0,pre_test,,,mod-003,synthetic-020,sub-003-2,0.4848
pre_test,dualism,1,pre_test,,,mod-003,synthetic-020,sub-003-3,0.4153
pre_test,dualism,0,pre_test,,,mod-003,synthetic-020,sub-003-4,0.4612
pre_test,dualism,0,pre_test,,,mod-003,synthetic-020,sub-003-5,0.4883
pre_test,commitment,1,pre_test,,,mod-001,synthetic-021,sub-001-1,0.4556
pre_test,commitment,1,pre_test,,,mod-001,synthetic-021,sub-001-2,0.3239
pre_test,commitment,1,pre_test,,,mod-001,synthetic-021,sub-001-3,0.374
pre_test,commitment,1,pre_test,,,mod-001,synthetic-021,sub-001-4,0.3527
pre_test,commitment,0,pre_test,,,mod-001,synthetic-021,sub-001-5,0.3313
pre_test,commitment,1,pre_test,,,mod-002,synthetic-021,sub-002-1,0.5335
pre_test,commitment,1,pre_test,,,mod-002,synthetic-021,sub-002-2,0.4141
pre_test,commitment,0,pre_test,,,mod-002,synthetic-021,sub-002-3,0.3621
pre_test,commitment,1,pre_test,,,mod-002,synthetic-021,sub-002-4,0.3763
pre_test,commitment,0,pre_test,,,mod-002,synthetic-021,sub-002-5,0.2587
pre_test,commitment,0,pre_test,,,mod-003,synthetic-021,sub-003-1,0.5084
pre_test,commitment,0,pre_test,,,mod-003,synthetic-021,sub-003-2,0.42
pre_test,commitment,1,pre_test,,,mod-003,synthetic-021,sub-003-3,0.4168
pre_test,commitment,1,pre_test,,,mod-003,synthetic-021,sub-003-4,0.4961
pre_test,commitment,0,pre_test,,,mod-003,synthetic-021,sub-003-5,0.5231
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-022,sub-001-1,0.8513
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-022,sub-001-2,0.7521
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-022,sub-001-3,0.8116
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-022,sub-001-4,0.7042
pre_test,multiplicity,1,pre_test,,,mod-001,synthetic-022,sub-001-5,0.7355
pre_test,multiplicity,0,pre_test,,,mod-002,synthetic-022,sub-002-1,0.6005
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-022,sub-002-2,0.5515
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-022,sub-002-3,0.7424
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-022,sub-002-4,0.7281
pre_test,multiplicity,1,pre_test,,,mod-002,synthetic-022,sub-002-5,0.4166
pre_test,multiplicity,1,pre_test,,,mod-003,synthetic-022,sub-003-1,0.5426
