student_id,episode,policy,state,action,correct,reward,mastery_before,mastery_after
synthetic-004,3,q_learning_adaptive,medium:dualism,show_text,1,109.5,0.7173,0.8123
synthetic-004,4,q_learning_adaptive,high:dualism,show_text,1,109.5,0.8123,0.9073
synthetic-004,5,q_learning_adaptive,high:dualism,show_text,1,109.5,0.9073,1.0
synthetic-004,6,q_learning_adaptive,high:dualism,show_text,1,109.5,1.0,1.0
synthetic-004,7,q_learning_adaptive,high:dualism,show_text,1,109.5,1.0,1.0
synthetic-004,8,q_learning_adaptive,high:dualism,show_text,1,109.5,1.0,1.0
synthetic-004,9,q_learning_adaptive,high:dualism,show_video,0,-12.1,1.0,0.979
synthetic-004,10,q_learning_adaptive,high:dualism,show_video,1,107.4,0.979,1.0
synthetic-004,11,q_learning_adaptive,high:dualism,show_text,1,109.5,1.0,1.0
synthetic-004,12,q_learning_adaptive,high:dualism,show_text,1,109.5,1.0,1.0
synthetic-004,13,q_learning_adaptive,high:dualism,show_text,1,109.5,1.0,1.0
synthetic-004,14,q_learning_adaptive,high:dualism,show_text,1,109.5,1.0,1.0
synthetic-004,15,q_learning_adaptive,high:dualism,show_text,1,109.5,1.0,1.0
synthetic-004,16,q_learning_adaptive,high:dualism,show_text,0,-10.0,1.0,1.0
synthetic-004,17,q_learning_adaptive,high:dualism,show_text,1,109.5,1.0,1.0
synthetic-004,18,q_learning_adaptive,high:dualism,show_text,1,109.5,1.0,1.0
synthetic-005,1,q_learning_adaptive,low:dualism,review_previous,0,-9.65,0.2176,0.2211
synthetic-005,2,q_learning_adaptive,low:dualism,hard_quiz,0,-14.9,0.2211,0.1721
synthetic-005,3,q_learning_adaptive,low:dualism,show_video,0,-12.1,0.1721,0.1511
synthetic-005,4,q_learning_adaptive,low:dualism,show_text,1,109.5,0.1511,0.2461
synthetic-005,5,q_learning_adaptive,low:dualism,show_text,0,-10.0,0.2461,0.2461
synthetic-005,6,q_learning_adaptive,low:dualism,show_text,1,109.5,0.2461,0.3411
synthetic-005,7,q_learning_adaptive,low:dualism,show_text,0,-10.0,0.3411,0.3411
synthetic-005,8,q_learning_adaptive,low:dualism,show_text,0,-10.0,0.3411,0.3411
synthetic-005,9,q_learning_adaptive,low:dualism,show_text,1,109.5,0.3411,0.4361
synthetic-005,10,q_learning_adaptive,low:dualism,show_text,1,109.5,0.4361,0.5311
synthetic-005,11,q_learning_adaptive,medium:dualism,review_previous,1,106.35,0.5311,0.5946
synthetic-005,12,q_learning_adaptive,medium:dualism,show_text,0,-10.0,0.5946,0.5946
synthetic-005,13,q_learning_adaptive,medium:dualism,show_text,0,-10.0,0.5946,0.5946
synthetic-005,14,q_learning_adaptive,medium:dualism,show_text,1,109.5,0.5946,0.6896
synthetic-005,15,q_learning_adaptive,medium:dualism,show_text,0,-10.0,0.6896,0.6896
synthetic-005,16,q_learning_adaptive,medium:dualism,show_text,1,109.5,0.6896,0.7846
synthetic-005,17,q_learning_adaptive,medium:dualism,show_text,1,109.5,0.7846,0.8796
synthetic-005,18,q_learning_adaptive,high:dualism,show_text,1,109.5,0.8796,0.9746
synthetic-006,1,q_learning_adaptive,low:multiplicity,show_text,1,107.05,0.2035,0.274
synthetic-006,2,q_learning_adaptive,low:multiplicity,hard_quiz,0,-14.9,0.274,0.225
synthetic-006,3,q_learning_adaptive,low:multiplicity,hard_quiz,1,104.6,0.225,0.271
synthetic-006,4,q_learning_adaptive,low:multiplicity,hard_quiz,0,-14.9,0.271,0.222
synthetic-006,5,q_learning_adaptive,low:multiplicity,easy_quiz,1,109.5,0.222,0.317
synthetic-006,6,q_learning_adaptive,low:multiplicity,easy_quiz,1,109.5,0.317,0.412
synthetic-006,7,q_learning_adaptive,low:multiplicity,show_video,1,109.5,0.412,0.507
synthetic-006,8,q_learning_adaptive,medium:multiplicity,show_text,0,-12.45,0.507,0.4825
synthetic-006,9,q_learning_adaptive,low:multiplicity,easy_quiz,0,-10.0,0.4825,0.4825
synthetic-006,10,q_learning_adaptive,low:multiplicity,easy_quiz,0,-10.0,0.4825,0.4825
synthetic-006,11,q_learning_adaptive,low:multiplicity,easy_quiz,1,109.5,0.4825,0.5775
synthetic-006,12,q_learning_adaptive,medium:multiplicity,show_text,0,-12.45,0.5775,0.553
synthetic-006,13,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.553,0.6235
synthetic-006,14,q_learning_adaptive,medium:multiplicity,show_text,0,-12.45,0.6235,0.599
synthetic-006,15,q_learning_adaptive,medium:multiplicity,show_text,0,-12.45,0.599,0.5745
synthetic-006,16,q_learning_adaptive,medium:multiplicity,show_text,0,-12.45,0.5745,0.55
synthetic-006,17,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.55,0.6205
synthetic-006,18,q_learning_adaptive,medium:multiplicity,show_text,0,-12.45,0.6205,0.596
synthetic-007,1,q_learning_adaptive,low:commitment,show_video,1,107.4,0.144,0.218
synthetic-007,2,q_learning_adaptive,low:commitment,show_video,0,-12.1,0.218,0.197
synthetic-007,3,q_learning_adaptive,low:commitment,show_video,0,-12.1,0.197,0.176
synthetic-007,4,q_learning_adaptive,low:commitment,show_video,0,-12.1,0.176,0.155
synthetic-007,5,q_learning_adaptive,low:commitment,show_video,0,-12.1,0.155,0.134
synthetic-007,6,q_learning_adaptive,low:commitment,show_video,0,-12.1,0.134,0.113
synthetic-007,7,q_learning_adaptive,low:commitment,show_video,0,-12.1,0.113,0.092
synthetic-007,8,q_learning_adaptive,low:commitment,show_video,0,-12.1,0.092,0.071
synthetic-007,9,q_learning_adaptive,low:commitment,show_video,0,-12.1,0.071,0.05
synthetic-007,10,q_learning_adaptive,low:commitment,show_text,0,-12.45,0.05,0.0255
synthetic-007,11,q_learning_adaptive,low:commitment,show_video,0,-12.1,0.0255,0.0045
synthetic-007,12,q_learning_adaptive,low:commitment,show_text,0,-12.45,0.0045,0.0
synthetic-007,13,q_learning_adaptive,low:commitment,show_video,0,-12.1,0.0,0.0
synthetic-007,14,q_learning_adaptive,low:commitment,show_text,0,-12.45,0.0,0.0
synthetic-007,15,q_learning_adaptive,low:commitment,show_video,0,-12.1,0.0,0.0
synthetic-007,16,q_learning_adaptive,low:commitment,show_text,0,-12.45,0.0,0.0
synthetic-007,17,q_learning_adaptive,low:commitment,show_video,0,-12.1,0.0,0.0
synthetic-007,18,q_learning_adaptive,low:commitment,show_text,0,-12.45,0.0,0.0
synthetic-008,1,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.098,0.098
synthetic-008,2,q_learning_adaptive,low:relativism,show_text,1,107.05,0.098,0.1685
synthetic-008,3,q_learning_adaptive,low:relativism,show_video,1,107.4,0.1685,0.2425
synthetic-008,4,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.2425,0.2425
synthetic-008,5,q_learning_adaptive,low:relativism,easy_quiz,1,109.5,0.2425,0.3375
synthetic-008,6,q_learning_adaptive,low:relativism,review_previous,0,-9.65,0.3375,0.341
synthetic-008,7,q_learning_adaptive,low:relativism,show_text,1,107.05,0.341,0.4115
synthetic-008,8,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.4115,0.4115
synthetic-008,9,q_learning_adaptive,low:relativism,easy_quiz,1,109.5,0.4115,0.5065
synthetic-008,10,q_learning_adaptive,medium:relativism,show_video,1,107.4,0.5065,0.5805
synthetic-008,11,q_learning_adaptive,medium:relativism,show_text,1,107.05,0.5805,0.651
synthetic-008,12,q_learning_adaptive,medium:relativism,easy_quiz,0,-12.45,0.651,0.6265
synthetic-008,13,q_learning_adaptive,medium:relativism,show_text,0,-12.45,0.6265,0.602
synthetic-008,14,q_learning_adaptive,medium:relativism,review_previous,1,106.35,0.602,0.6655
synthetic-008,15,q_learning_adaptive,medium:relativism,show_text,1,107.05,0.6655,0.736
synthetic-008,16,q_learning_adaptive,medium:relativism,show_text,1,107.05,0.736,0.8065
synthetic-008,17,q_learning_adaptive,high:relativism,show_text,1,107.05,0.8065,0.877
synthetic-008,18,q_learning_adaptive,high:relativism,show_text,1,107.05,0.877,0.9475
synthetic-009,1,q_learning_adaptive,low:multiplicity,review_previous,1,109.85,0.2983,0.3968
synthetic-009,2,q_learning_adaptive,low:multiplicity,easy_quiz,0,-10.0,0.3968,0.3968
synthetic-009,3,q_learning_adaptive,low:multiplicity,easy_quiz,1,109.5,0.3968,0.4918
synthetic-009,4,q_learning_adaptive,low:multiplicity,easy_quiz,1,109.5,0.4918,0.5868
synthetic-009,5,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.5868,0.6573
synthetic-009,6,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.6573,0.7278
synthetic-009,7,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.7278,0.7983
synthetic-009,8,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.7983,0.8688
synthetic-009,9,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,0.8688,0.9323
synthetic-009,10,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,0.9323,0.9958
synthetic-009,11,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,0.9958,1.0
synthetic-009,12,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-009,13,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-009,14,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-009,15,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-009,16,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-009,17,q_learning_adaptive,high:multiplicity,review_previous,0,-13.15,1.0,0.9685
synthetic-009,18,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,0.9685,1.0
synthetic-010,1,q_learning_adaptive,low:dualism,show_text,0,-10.0,0.2793,0.2793
synthetic-010,2,q_learning_adaptive,low:dualism,hard_quiz,1,104.6,0.2793,0.3253
synthetic-010,3,q_learning_adaptive,low:dualism,show_text,0,-10.0,0.3253,0.3253
synthetic-010,4,q_learning_adaptive,low:dualism,show_text,1,109.5,0.3253,0.4203
synthetic-010,5,q_learning_adaptive,low:dualism,show_text,0,-10.0,0.4203,0.4203
synthetic-010,6,q_learning_adaptive,low:dualism,review_previous,1,109.85,0.4203,0.5188
synthetic-010,7,q_learning_adaptive,medium:dualism,show_text,0,-10.0,0.5188,0.5188
synthetic-010,8,q_learning_adaptive,medium:dualism,show_text,1,109.5,0.5188,0.6138
synthetic-010,9,q_learning_adaptive,medium:dualism,show_text,1,109.5,0.6138,0.7088
synthetic-010,10,q_learning_adaptive,medium:dualism,show_text,1,109.5,0.7088,0.8038
synthetic-010,11,q_learning_adaptive,high:dualism,show_text,1,109.5,0.8038,0.8988
synthetic-010,12,q_learning_adaptive,high:dualism,show_text,0,-10.0,0.8988,0.8988
synthetic-010,13,q_learning_adaptive,high:dualism,show_text,1,109.5,0.8988,0.9938
synthetic-010,14,q_learning_adaptive,high:dualism,show_text,0,-10.0,0.9938,0.9938
synthetic-010,15,q_learning_adaptive,high:dualism,show_text,1,109.5,0.9938,1.0
synthetic-010,16,q_learning_adaptive,high:dualism,show_text,0,-10.0,1.0,1.0
synthetic-010,17,q_learning_adaptive,high:dualism,show_text,0,-10.0,1.0,1.0
synthetic-010,18,q_learning_adaptive,high:dualism,show_text,0,-10.0,1.0,1.0
synthetic-011,1,q_learning_adaptive,low:multiplicity,easy_quiz,1,109.5,0.3073,0.4023
synthetic-011,2,q_learning_adaptive,low:multiplicity,easy_quiz,1,109.5,0.4023,0.4973
synthetic-011,3,q_learning_adaptive,low:multiplicity,easy_quiz,1,109.5,0.4973,0.5923
synthetic-011,4,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.5923,0.6628
synthetic-011,5,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.6628,0.7333
synthetic-011,6,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.7333,0.8038
synthetic-011,7,q_learning_adaptive,high:multiplicity,review_previous,0,-13.15,0.8038,0.7723
synthetic-011,8,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.7723,0.8428
synthetic-011,9,q_learning_adaptive,high:multiplicity,review_previous,0,-13.15,0.8428,0.8113
synthetic-011,10,q_learning_adaptive,high:multiplicity,review_previous,0,-13.15,0.8113,0.7798
synthetic-011,11,q_learning_adaptive,medium:multiplicity,easy_quiz,0,-12.45,0.7798,0.7553
synthetic-011,12,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.7553,0.8258
synthetic-011,13,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,0.8258,0.8893
synthetic-011,14,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,0.8893,0.9528
synthetic-011,15,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,0.9528,1.0
synthetic-011,16,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-011,17,q_learning_adaptive,high:multiplicity,show_video,1,109.5,1.0,1.0
synthetic-011,18,q_learning_adaptive,high:multiplicity,show_video,1,109.5,1.0,1.0
synthetic-012,1,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.5977,0.6682
synthetic-012,2,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.6682,0.7387
synthetic-012,3,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.7387,0.8092
synthetic-012,4,q_learning_adaptive,high:multiplicity,easy_quiz,1,107.05,0.8092,0.8797
synthetic-012,5,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,0.8797,0.9432
synthetic-012,6,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,0.9432,1.0
synthetic-012,7,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-012,8,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-012,9,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-012,10,q_learning_adaptive,high:multiplicity,easy_quiz,1,107.05,1.0,1.0
synthetic-012,11,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-012,12,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-012,13,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-012,14,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-012,15,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-012,16,q_learning_adaptive,high:multiplicity,hard_quiz,1,110.2,1.0,1.0
synthetic-012,17,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-012,18,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,1.0,1.0
synthetic-013,1,q_learning_adaptive,low:dualism,show_text,0,-10.0,0.1012,0.1012
synthetic-013,2,q_learning_adaptive,low:dualism,show_text,1,109.5,0.1012,0.1962
synthetic-013,3,q_learning_adaptive,low:dualism,show_text,0,-10.0,0.1962,0.1962
synthetic-013,4,q_learning_adaptive,low:dualism,show_text,1,109.5,0.1962,0.2912
synthetic-013,5,q_learning_adaptive,low:dualism,show_video,1,107.4,0.2912,0.3652
synthetic-013,6,q_learning_adaptive,low:dualism,show_text,0,-10.0,0.3652,0.3652
synthetic-013,7,q_learning_adaptive,low:dualism,show_text,1,109.5,0.3652,0.4602
synthetic-013,8,q_learning_adaptive,low:dualism,review_previous,0,-13.15,0.4602,0.4287
synthetic-013,9,q_learning_adaptive,low:dualism,show_text,1,109.5,0.4287,0.5237
synthetic-013,10,q_learning_adaptive,medium:dualism,show_text,1,109.5,0.5237,0.6187
synthetic-013,11,q_learning_adaptive,medium:dualism,show_text,1,109.5,0.6187,0.7137
synthetic-013,12,q_learning_adaptive,medium:dualism,show_text,1,109.5,0.7137,0.8087
synthetic-013,13,q_learning_adaptive,high:dualism,show_text,0,-10.0,0.8087,0.8087
synthetic-013,14,q_learning_adaptive,high:dualism,show_text,1,109.5,0.8087,0.9037
synthetic-013,15,q_learning_adaptive,high:dualism,show_text,1,109.5,0.9037,0.9987
synthetic-013,16,q_learning_adaptive,high:dualism,show_text,1,109.5,0.9987,1.0
synthetic-013,17,q_learning_adaptive,high:dualism,show_text,0,-10.0,1.0,1.0
synthetic-013,18,q_learning_adaptive,high:dualism,show_text,0,-10.0,1.0,1.0
synthetic-014,1,q_learning_adaptive,low:multiplicity,easy_quiz,1,109.5,0.2401,0.3351
synthetic-014,2,q_learning_adaptive,low:multiplicity,show_text,1,107.05,0.3351,0.4056
synthetic-014,3,q_learning_adaptive,low:multiplicity,easy_quiz,0,-10.0,0.4056,0.4056
synthetic-014,4,q_learning_adaptive,low:multiplicity,show_text,1,107.05,0.4056,0.4761
synthetic-014,5,q_learning_adaptive,low:multiplicity,easy_quiz,1,109.5,0.4761,0.5711
synthetic-014,6,q_learning_adaptive,medium:multiplicity,show_text,0,-12.45,0.5711,0.5466
synthetic-014,7,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.5466,0.6171
synthetic-014,8,q_learning_adaptive,medium:multiplicity,review_previous,0,-13.15,0.6171,0.5856
synthetic-014,9,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.5856,0.6561
synthetic-014,10,q_learning_adaptive,medium:multiplicity,review_previous,1,106.35,0.6561,0.7196
synthetic-014,11,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.7196,0.7901
synthetic-014,12,q_learning_adaptive,medium:multiplicity,show_text,1,107.05,0.7901,0.8606
synthetic-014,13,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,0.8606,0.9241
synthetic-014,14,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,0.9241,0.9876
synthetic-014,15,q_learning_adaptive,high:multiplicity,show_text,0,-12.45,0.9876,0.9631
synthetic-014,16,q_learning_adaptive,high:multiplicity,review_previous,1,106.35,0.9631,1.0
synthetic-014,17,q_learning_adaptive,high:multiplicity,review_previous,0,-13.15,1.0,0.9685
synthetic-014,18,q_learning_adaptive,high:multiplicity,review_previous,0,-13.15,0.9685,0.937
synthetic-015,1,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.2309,0.2309
synthetic-015,2,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.2309,0.2309
synthetic-015,3,q_learning_adaptive,low:relativism,easy_quiz,1,109.5,0.2309,0.3259
synthetic-015,4,q_learning_adaptive,low:relativism,easy_quiz,1,109.5,0.3259,0.4209
synthetic-015,5,q_learning_adaptive,low:relativism,show_text,1,107.05,0.4209,0.4914
synthetic-015,6,q_learning_adaptive,low:relativism,show_text,0,-12.45,0.4914,0.4669
synthetic-015,7,q_learning_adaptive,low:relativism,easy_quiz,1,109.5,0.4669,0.5619
synthetic-015,8,q_learning_adaptive,medium:relativism,show_text,0,-12.45,0.5619,0.5374
synthetic-015,9,q_learning_adaptive,medium:relativism,show_text,0,-12.45,0.5374,0.5129
synthetic-015,10,q_learning_adaptive,medium:relativism,show_text,0,-12.45,0.5129,0.4884
synthetic-015,11,q_learning_adaptive,low:relativism,easy_quiz,1,109.5,0.4884,0.5834
synthetic-015,12,q_learning_adaptive,medium:relativism,show_text,1,107.05,0.5834,0.6539
synthetic-015,13,q_learning_adaptive,medium:relativism,show_text,1,107.05,0.6539,0.7244
synthetic-015,14,q_learning_adaptive,medium:relativism,hard_quiz,1,110.2,0.7244,0.8264
synthetic-015,15,q_learning_adaptive,high:relativism,show_text,0,-12.45,0.8264,0.8019
synthetic-015,16,q_learning_adaptive,high:relativism,show_text,0,-12.45,0.8019,0.7774
synthetic-015,17,q_learning_adaptive,medium:relativism,show_text,0,-12.45,0.7774,0.7529
synthetic-015,18,q_learning_adaptive,medium:relativism,hard_quiz,1,110.2,0.7529,0.8549
synthetic-016,1,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.3029,0.3029
synthetic-016,2,q_learning_adaptive,low:relativism,easy_quiz,1,109.5,0.3029,0.3979
synthetic-016,3,q_learning_adaptive,low:relativism,easy_quiz,1,109.5,0.3979,0.4929
synthetic-016,4,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.4929,0.4929
synthetic-016,5,q_learning_adaptive,low:relativism,show_text,1,107.05,0.4929,0.5634
synthetic-016,6,q_learning_adaptive,medium:relativism,show_text,0,-12.45,0.5634,0.5389
synthetic-016,7,q_learning_adaptive,medium:relativism,show_text,0,-12.45,0.5389,0.5144
synthetic-016,8,q_learning_adaptive,medium:relativism,show_text,0,-12.45,0.5144,0.4899
synthetic-016,9,q_learning_adaptive,low:relativism,review_previous,0,-13.15,0.4899,0.4584
synthetic-016,10,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.4584,0.4584
synthetic-016,11,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.4584,0.4584
synthetic-016,12,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.4584,0.4584
synthetic-016,13,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.4584,0.4584
synthetic-016,14,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.4584,0.4584
synthetic-016,15,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.4584,0.4584
synthetic-016,16,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.4584,0.4584
synthetic-016,17,q_learning_adaptive,low:relativism,easy_quiz,0,-10.0,0.4584,0.4584
synthetic-016,18,q_learning_adaptive,low:relativism,easy_quiz,1,109.5,0.4584,0.5534
synthetic-017,1,q_learning_adaptive,low:dualism,show_text,0,-10.0,0.1875,0.1875
synthetic-017,2,q_learning_adaptive,low:dualism,show_text,0,-10.0,0.1875,0.1875
synthetic-017,3,q_learning_adaptive,low:dualism,show_text,1,109.5,0.1875,0.2825
synthetic-017,4,q_learning_adaptive,low:dualism,show_text,0,-10.0,0.2825,0.2825
synthetic-017,5,q_learning_adaptive,low:dualism,show_text,1,109.5,0.2825,0.3775
synthetic-017,6,q_learning_adaptive,low:dualism,show_text,0,-10.0,0.3775,0.3775
synthetic-017,7,q_learning_adaptive,low:dualism,show_text,1,109.5,0.3775,0.4725
synthetic-017,8,q_learning_adaptive,low:dualism,show_text,1,109.5,0.4725,0.5675
synthetic-017,9,q_learning_adaptive,medium:dualism,show_text,0,-10.0,0.5675,0.5675
synthetic-017,10,q_learning_adaptive,medium:dualism,show_text,0,-10.0,0.5675,0.5675
synthetic-017,11,q_learning_adaptive,medium:dualism,show_text,1,109.5,0.5675,0.6625
